currentState,packetSize,interArrivalTime
online video games,[151.83060563],[0.00469188]
online video games,[115.00289604],[0.00148723]
online video games,[110.83612456],[0.0058494]
online video games,[114.15098894],[0.00136895]
online video games,[92.46858194],[0.012091]
online video games,[115.72015512],[0.01711665]
online video games,[105.38163594],[0.00150652]
online video games,[91.53920788],[0.00027717]
online video games,[110.83689665],[0.0110461]
online video games,[134.3443175],[0.00378542]
online video games,[78.32693024],[0.00342253]
online video games,[97.45900379],[0.00471172]
online video games,[761.18475178],[0.00018661]
online video games,[208.44996943],[0.0036107]
online video games,[164.75601132],[0.00069054]
online video games,[113.51044291],[0.00149011]
online video games,[113.42874544],[0.00904422]
online video games,[124.35566584],[0.01486986]
online video games,[119.56770225],[0.00216175]
online video games,[114.49263369],[0.01320909]
online video games,[223.96653042],[0.00591612]
online video games,[106.82516732],[0.00352663]
online video games,[90.14624799],[0.01029042]
online video games,[175.01790322],[0.01030921]
online video games,[115.11374297],[0.00123129]
online video games,[90.89921425],[0.02550743]
online video games,[114.99799301],[0.01611236]
online video games,[114.15718396],[0.00146968]
online video games,[128.09335777],[0.00548526]
online video games,[754.97705777],[0.0040969]
online video games,[117.30075556],[0.00503792]
online video games,[421.74066917],[0.00528615]
online video games,[114.9951029],[0.00251973]
online video games,[117.4935063],[0.00141703]
online video games,[112.5902482],[0.03088103]
online video games,[227.70595965],[0.01437808]
online video games,[118.5937322],[0.00134198]
online video games,[124.37662204],[0.01521565]
online video games,[115.06982899],[0.00109881]
online video games,[134.82643571],[0.00564769]
online video games,[145.31942474],[0.00103621]
online video games,[99.78236871],[0.0058887]
online video games,[158.52175842],[0.00345592]
online video games,[228.52686892],[0.0002259]
online video games,[113.02584867],[0.00265343]
online video games,[107.3888854],[0.03432532]
online video games,[120.81774941],[0.00684064]
online video games,[112.61897445],[0.00653328]
online video games,[165.59756119],[0.00255672]
online video games,[79.73605388],[0.00835813]
online video games,[128.22976577],[0.00794421]
online video games,[69.12557055],[0.00173504]
online video games,[192.9181993],[0.00421564]
online video games,[136.7232615],[0.00648044]
online video games,[152.64152067],[0.00031285]
online video games,[672.35905743],[0.00040644]
online video games,[114.92877314],[0.00033145]
online video games,[173.78935985],[0.00174723]
online video games,[110.32000491],[0.0098362]
online video games,[116.3068076],[0.01752249]
online video games,[117.86840491],[0.00150359]
online video games,[98.11828145],[0.00414678]
online video games,[159.38310341],[0.00338989]
online video games,[168.05766765],[0.00621955]
online video games,[50.50049098],[0.05412126]
online video games,[207.03750434],[0.00405868]
online video games,[525.12229532],[0.01214593]
online video games,[87.30051199],[0.01619708]
online video games,[111.98248981],[0.0121673]
online video games,[67.44155073],[0.00028216]
online video games,[113.59478308],[0.00293548]
online video games,[597.20960492],[0.00043068]
online video games,[224.45525372],[0.01093458]
online video games,[109.41029679],[0.01845043]
online video games,[148.90855084],[0.0255875]
online video games,[175.28243188],[0.01277781]
online video games,[121.84236368],[0.00617852]
online video games,[109.86301634],[0.00241341]
online video games,[112.12096552],[0.02030808]
online video games,[118.95088724],[0.0042169]
online video games,[118.11919743],[9.40270409e-05]
online video games,[115.36230234],[0.015703]
online video games,[115.83074414],[0.01345204]
online video games,[116.1899564],[0.00994414]
online video games,[105.73886232],[0.00884268]
online video games,[116.51306898],[0.0017975]
online video games,[133.32272347],[0.00690435]
online video games,[100.95034782],[0.00061671]
online video games,[137.58654919],[0.00263617]
online video games,[91.58596187],[0.01160168]
online video games,[116.22205536],[0.01191606]
online video games,[131.28512888],[0.00469738]
online video games,[105.13089763],[0.00727057]
online video games,[114.72442277],[0.00123716]
online video games,[101.09242107],[0.02101405]
online video games,[119.04638032],[0.00992498]
online video games,[160.24949226],[0.00193588]
online video games,[124.49494513],[0.00839752]
online video games,[103.44207303],[0.00676254]
online video games,[271.45596256],[0.00775145]
online video games,[114.59653181],[0.0006104]
online video games,[62.51793079],[0.00484074]
online video games,[325.7673664],[0.00512659]
online video games,[109.01378682],[0.03770519]
online video games,[268.92415338],[0.00642071]
online video games,[115.50245142],[0.00019335]
online video games,[114.22732827],[0.02661366]
online video games,[115.9338189],[0.01211405]
online video games,[94.47630176],[0.01287236]
online video games,[116.89160213],[0.01054205]
online video games,[220.70793862],[0.00461425]
online video games,[103.84675234],[0.00513402]
online video games,[115.5245224],[0.00319531]
online video games,[87.96675206],[0.02282284]
online video games,[113.66595801],[0.01481266]
online video games,[190.46392863],[0.00267913]
online video games,[171.7803754],[0.00656752]
online video games,[559.29924334],[0.00056738]
online video games,[114.59869831],[0.00698035]
online video games,[104.14330188],[0.00317461]
online video games,[137.92288346],[0.0387593]
online video games,[112.80442986],[0.00374377]
online video games,[123.40519935],[0.00894291]
online video games,[130.52192797],[0.01445617]
online video games,[114.98873764],[0.01076914]
online video games,[128.30366635],[0.0106275]
online video games,[315.69595276],[0.0045931]
online video games,[87.65429836],[0.00630501]
online video games,[107.03646816],[0.00358114]
online video games,[87.79375818],[0.01171827]
online video games,[304.15850715],[0.00026825]
online video games,[142.90698852],[0.01654514]
online video games,[131.82825477],[0.00430536]
online video games,[115.01158549],[0.0087796]
online video games,[114.22756712],[0.07314058]
online video games,[115.5674392],[0.00724785]
online video games,[119.13044971],[0.00862132]
online video games,[469.90746976],[0.0029564]
online video games,[80.85166283],[0.00381358]
online video games,[884.20538393],[0.01136648]
online video games,[111.55982028],[0.01310881]
online video games,[114.99909192],[0.00960646]
online video games,[114.28053187],[0.01345304]
online video games,[116.12403892],[0.00359902]
online video games,[57.69044244],[0.00780486]
online video games,[106.74920774],[0.00019026]
online video games,[122.55419564],[0.0619485]
online video games,[108.91691675],[0.00045876]
online video games,[71.38258725],[0.00243017]
online video games,[89.29773242],[0.02328884]
online video games,[103.37676412],[0.00020981]
online video games,[628.77396561],[0.00368118]
online video games,[122.38778526],[0.01465304]
online video games,[88.865342],[0.02130016]
online video games,[106.41087708],[0.01761079]
online video games,[113.77192806],[0.00325807]
online video games,[63.58140161],[0.00613177]
online video games,[114.5660282],[0.01782865]
online video games,[114.00855389],[0.01487664]
online video games,[72.32175584],[0.00118242]
online video games,[125.66689071],[0.00304922]
online video games,[117.87295095],[0.01223803]
online video games,[113.80172158],[0.01343238]
online video games,[93.80093924],[6.42490689e-05]
online video games,[111.07127087],[0.02133709]
online video games,[122.23733754],[0.00805683]
online video games,[181.28165046],[0.00028486]
online video games,[115.43585607],[0.00998976]
online video games,[155.79739785],[0.02017181]
online video games,[112.84682283],[0.0172369]
online video games,[120.11312906],[0.00142984]
online video games,[141.10515075],[0.02122982]
online video games,[121.03461368],[0.01121878]
online video games,[240.94966738],[0.00094048]
online video games,[112.7396101],[0.00363705]
online video games,[116.84316262],[0.00020832]
online video games,[191.26067342],[0.00305097]
online video games,[118.18066906],[0.00335252]
online video games,[140.03009831],[0.01120958]
online video games,[105.63869986],[0.00296899]
online video games,[97.41700217],[0.00383254]
online video games,[128.24450573],[0.00160126]
online video games,[160.163561],[0.01082835]
online video games,[71.31858655],[0.0021903]
online video games,[258.30152137],[0.00210641]
online video games,[109.04312228],[0.00426333]
online video games,[117.72362113],[0.00269457]
online video games,[115.0264242],[0.0382981]
online video games,[145.63956323],[0.01246394]
online video games,[246.87719992],[0.002489]
online video games,[116.03227603],[0.00303876]
online video games,[118.79704559],[0.0107187]
online video games,[119.80494902],[0.00024315]
online video games,[144.21552678],[0.00010276]
online video games,[178.03311154],[0.00971351]
online video games,[109.1495213],[0.0224095]
online video games,[224.80045404],[0.01535895]
online video games,[130.44040337],[0.01302065]
online video games,[180.9089458],[0.00060957]
online video games,[131.29835431],[0.0044724]
online video games,[111.66676917],[0.00397083]
online video games,[723.86987785],[0.01108293]
online video games,[113.42254709],[0.00150741]
online video games,[114.96470256],[0.00032835]
online video games,[151.68816967],[0.0039536]
online video games,[89.53961639],[0.00197974]
online video games,[140.84080911],[0.01026125]
online video games,[124.09775181],[0.02769139]
online video games,[112.96655677],[0.00140838]
online video games,[303.89678284],[0.00331095]
online video games,[95.3334177],[0.00162881]
online video games,[115.07089332],[0.00659141]
online video games,[953.26200865],[0.0099729]
online video games,[114.61206001],[0.00708206]
online video games,[106.84307294],[0.00959826]
online video games,[140.0948592],[0.00312211]
online video games,[102.60048759],[0.00882634]
online video games,[125.47182762],[0.00082702]
online video games,[115.04521746],[0.00269616]
online video games,[218.66216036],[0.01164583]
online video games,[326.1400226],[0.00298874]
online video games,[110.60906063],[0.0001864]
online video games,[99.85715065],[0.01429629]
online video games,[116.21298577],[0.04378764]
online video games,[114.09310057],[0.00076111]
online video games,[48.57837709],[0.02429423]
online video games,[151.04981949],[0.01985519]
online video games,[104.17074381],[0.0146625]
online video games,[275.77500795],[0.00899972]
online video games,[115.04064471],[0.02251871]
online video games,[110.24980059],[0.00213971]
online video games,[1507.68464649],[0.00281762]
online video games,[103.49899888],[0.00514027]
online video games,[114.96607236],[0.00749056]
online video games,[58.05689925],[0.00478453]
online video games,[88.56326559],[0.00975502]
online video games,[162.05317658],[0.00418533]
online video games,[230.49127218],[0.00382473]
online video games,[115.64961918],[0.00334886]
online video games,[170.88096606],[0.00322063]
online video games,[619.30807569],[0.01267806]
online video games,[791.8009003],[0.00277135]
online video games,[527.47614072],[0.00813223]
online video games,[260.52954353],[0.00920096]
online video games,[176.61068514],[0.00222314]
